MAZE 248 124
 37 122  38 122
140 110 141 110
145  46 146  46
 44  72  45  72
169  13 169  14
178  91 178  92
 40  45  41  45
193  20 193  21
 82  49  82  50
117  59 118  59
  4  49   5  49
151 102 151 103
 58  35  59  35
179   2 180   2
231  33 232  33
213  43 214  43
 33  25  33  26
207  22 208  22
 66  70  66  71
 83  39  84  39
 65  77  65  78
 14  28  15  28
 13  42  14  42
183  94 183  95
162  53 163  53
157  20 157  21
 19  92  20  92
153  41 154  41
136  34 136  35
 84  88  84  89
196  21 196  22
 49  42  49  43
104  27 105  27
149  40 150  40
  7  22   8  22
 63   3  64   3
  7  63   7  64
142 100 143 100
 66  77  66  78
 62 122  63 122
153  63 153  64
229  29 230  29
245  27 245  28
131 105 131 106
134  84 134  85
177 108 178 108
102  88 102  89
 20  98  20  99
165  31 166  31
218  98 219  98
 54  49  54  50
219  56 219  57
203 111 203 112
127  76 128  76
150  31 150  32
164 104 165 104
235  18 235  19
 68 108  69 108
231   7 231   8
 46 120  46 121
120 116 120 117
243  95 244  95
 58  34  58  35
216  12 217  12
 63  42  64  42
 76  97  76  98
123  61 123  62
120  68 120  69
121  39 122  39
 44  33  44  34
 83 119  84 119
224  33 225  33
181  59 181  60
207 105 207 106
122 105 122 106
235  26 236  26
123 116 123 117
 24  88  25  88
 14  20  14  21
 37  27  38  27
190  39 191  39
 86 102  86 103
 66  95  67  95
189  24 189  25
204  32 204  33
 54 122  55 122
138  75 138  76
 69  68  69  69
144  20 144  21
118  34 118  35
232  31 233  31
 37  24  37  25
 31  85  31  86
 44  20  45  20
233   4 233   5
 58 111  58 112
232   1 233   1
 86  37  86  38
104  64 104  65
 44  73  45  73
168  27 169  27
145  23 145  24
124  39 124  40
144  21 145  21
167  67 167  68
224 115 225 115
175  58 175  59
155  27 155  28
123  33 124  33
  5  15   5  16
 42  63  42  64
159  30 160  30
172  74 173  74
 96  13  97  13
143  33 143  34
194  58 195  58
244  68 244  69
  5 116   5 117
218  98 218  99
143  22 144  22
166   1 167   1
 55 100  56 100
  5 106   5 107
 95  22  96  22
159  49 160  49
 92 120  92 121
153  75 153  76
108  54 109  54
 71  68  71  69
127  47 128  47
219  29 219  30
189  20 190  20
116  34 117  34
172  82 172  83
 25  44  26  44
 26  92  27  92
 62  60  63  60
235  42 236  42
 86  45  86  46
180  62 180  63
156  39 157  39
 92 121  92 122
216  25 217  25
 10 115  10 116
242  81 242  82
 84 119  85 119
 19  17  20  17
 59  34  59  35
 22 101  22 102
 42  14  43  14
229  78 230  78
 28  14  28  15
158  54 159  54
 23  45  23  46
141 102 141 103
153 120 154 120
106  97 107  97
217  42 217  43
198  90 199  90
130 103 131 103
233  26 233  27
200  16 200  17
 58  79  59  79
197   7 198   7
179 110 180 110
 73  14  74  14
  6  77   7  77
204  52 205  52
 81  40  81  41
 57 118  57 119
121   2 122   2
170  32 171  32
186 119 186 120
121  70 121  71
138  46 139  46
152  32 153  32
147 112 148 112
 77  10  77  11
 66   4  66   5
 17  14  17  15
225  23 226  23
 17  15  17  16
128   1 128   2
195  37 196  37
 27  95  27  96
 12 112  13 112
  5 107   5 108
 50  47  50  48
244  82 245  82
 65  98  65  99
 21   5  22   5
208 104 209 104
188  20 189  20
 35  13  35  14
157 118 157 119
 60  17  61  17
168  65 169  65
235  76 235  77
191   6 192   6
 36 113  36 114
148  42 148  43
 94  73  95  73
152 113 152 114
 94  65  95  65
 17  91  17  92
103  62 104  62
 58  90  59  90
149  26 150  26
 78 111  78 112
149  73 150  73
105 110 106 110
147  55 147  56
215  15 215  16
165  43 165  44
186  92 186  93
 17  33  18  33
 18  93  19  93
 87  98  88  98
129  67 130  67
182  90 182  91
 28   3  29   3
107 117 107 118
 31  79  31  80
124   9 125   9
117 112 117 113
157  77 157  78
173 106 174 106
214 102 215 102
 35  63  35  64
152  71 153  71
113  92 113  93
  5  46   5  47
170 123 171 123
245   8 245   9
 82 120  83 120
198  44 198  45
212   6 213   6
 62   0  62   1
216  36 217  36
228 108 228 109
105  69 105  70
185   5 186   5
105   9 106   9
 60  34  60  35
140  34 141  34
 37   6  38   6
 23   1  23   2
 61  25  61  26
 47  10  47  11
  9  92  10  92
224  76 224  77
135  55 135  56
 61   6  61   7
211  25 211  26
 38  87  39  87
191   7 192   7
206  32 207  32
167  63 167  64
 13 119  13 120
192  97 192  98
113  34 113  35
 74  77  74  78
151  87 151  88
 36 115  37 115
201  74 201  75
 77  13  77  14
 53  21  53  22
228  78 229  78
180 104 180 105
113 109 114 109
 51 111  51 112
  2   6   3   6
188  34 189  34
 20  15  21  15
 52 103  53 103
 26  33  27  33
119  56 120  56
 79  50  80  50
131  62 132  62
146 103 146 104
224 113 224 114
141 122 141 123
 95 110  96 110
 57  29  57  30
 19  28  19  29
110  57 111  57
135  54 136  54
 45  57  45  58
128  64 128  65
209  38 209  39
106  89 107  89
 71  75  72  75
 80   2  81   2
189   4 190   4
 26  26  26  27
123  39 123  40
165  48 165  49
176   3 177   3
130  83 130  84
118  83 119  83
 89  41  89  42
149  64 150  64
150  28 151  28
214   1 214   2
106  58 106  59
107  63 107  64
244  23 244  24
205  58 205  59
100 108 101 108
180 112 181 112
 70 120  70 121
213  97 213  98
 83  49  83  50
122  72 122  73
181  42 182  42
 29  66  29  67
115  35 116  35
213   1 213   2
 34  83  34  84
204  29 205  29
162  13 162  14
 52  37  52  38
151   3 152   3
227  53 228  53
106  43 106  44
115 109 115 110
 68  95  69  95
123  92 123  93
202  19 202  20
 76  98  76  99
 15  60  16  60
 16  67  16  68
 21 111  22 111
 14   3  14   4
212 112 213 112
 40  92  40  93
 10  86  11  86
 41  33  41  34
 52 110  53 110
 15  25  16  25
 54  21  55  21
232  55 232  56
 77 110  77 111
116  46 117  46
  9  21  10  21
232  97 232  98
 80  92  81  92
210  29 211  29
 82  73  83  73
  8 110   9 110
 98  64  99  64
211   4 211   5
 12  46  13  46
183  72 184  72
205  85 205  86
 17  71  17  72
188 104 189 104
 43  83  43  84
160  77 160  78
112   4 112   5
 52  80  53  80
161  47 162  47
 19   4  19   5
 93 101  94 101
204  59 205  59
204  70 204  71
 73  30  73  31
227  40 228  40
 30  35  31  35
168  89 168  90
231  74 232  74
 63  47  63  48
117   5 117   6
241  61 241  62
 98  89  99  89
179 108 179 109
204  43 204  44
 81  93  81  94
239  45 239  46
129  73 130  73
240 102 241 102
 75  48  76  48
145  74 145  75
240  72 241  72
188  58 189  58
 17  67  17  68
161  89 161  90
236  92 237  92
 62 110  62 111
142 121 142 122
127  35 127  36
153 121 154 121
  0  73   1  73
167  62 167  63
181  78 181  79
140  45 141  45
 83  60  84  60
 54  44  54  45
 24  34  25  34
119 114 119 115
 81 119  82 119
182 104 182 105
134  97 135  97
 57  50  58  50
  4  83   4  84
 86   0  86   1
212  88 212  89
 85  86  85  87
223  70 223  71
136 104 136 105
177   8 177   9
122  63 123  63
124  91 125  91
208  41 209  41
114 113 115 113
 91  36  91  37
124  63 124  64
 58  26  59  26
106  36 107  36
112  74 113  74
197  60 198  60
 78 107  78 108
231   4 232   4
 60  47  61  47
 85 105  86 105
 81  82  81  83
 82 102  83 102
243  94 243  95
141  99 141 100
 25 116  26 116
216  85 216  86
149  17 150  17
119  55 120  55
  4  13   4  14
 78  28  79  28
191  23 191  24
  5  62   6  62
 94  37  95  37
 28 122  29 122
 72   6  73   6
 82  51  83  51
169   8 169   9
181 119 182 119
214  43 215  43
228  19 228  20
130   8 131   8
212 108 213 108
 44 103  44 104
 47  65  48  65
118  60 118  61
117  14 117  15
176  37 177  37
213 108 214 108
 21  97  21  98
 49  60  49  61
167  56 168  56
 57  70  58  70
223  35 223  36
 43  86  43  87
 81  30  82  30
206  86 207  86
187  71 187  72
168  99 168 100
 50 113  51 113
213  36 214  36
 81  58  82  58
 34 121  34 122
140  14 140  15
 62  99  63  99
176  59 176  60
237  81 237  82
101  44 101  45
 24 104  25 104
205   5 206   5
156  43 157  43
213  55 213  56
  3  13   3  14
134 113 135 113
204  78 205  78
 76   5  76   6
 83  73  84  73
127  40 127  41
150  48 151  48
189 107 189 108
185  41 186  41
 74  16  74  17
121 103 122 103
 58  99  59  99
162   9 163   9
 13   8  13   9
180  36 180  37
 46  10  46  11
224  37 225  37
192  98 193  98
174  95 175  95
221  80 221  81
139 122 140 122
 19  83  20  83
 64  71  64  72
239   0 239   1
 60 101  61 101
222  22 222  23
227 117 228 117
 53  83  53  84
145  64 145  65
247  75 247  76
167  89 168  89
 46  19  47  19
 36  53  37  53
219 120 219 121
234  67 234  68
228  78 228  79
241  79 241  80
104   2 104   3
 61  16  61  17
142  20 143  20
151 103 151 104
116  52 116  53
139  81 139  82
226  75 227  75
 47   4  48   4
 68  23  69  23
146  22 147  22
 68  45  68  46
118  26 118  27
 83  47  84  47
167 107 167 108
 20 100  20 101
103 103 104 103
 15  58  15  59
  1 110   1 111
137 122 137 123
132  15 133  15
 53  21  54  21
224 109 225 109
 20  49  20  50
196 107 196 108
  8   1   9   1
 89  64  90  64
238 113 239 113
202  16 203  16
163  92 164  92
181  76 182  76
 20  28  21  28
226  57 226  58
221 113 221 114
 88  49  89  49
245  41 245  42
229  58 229  59
111 118 111 119
 20  62  21  62
206 105 206 106
137  95 137  96
140  84 140  85
133  46 134  46
142  29 143  29
111 119 111 120
 64  48  64  49
 12  72  12  73
228  55 229  55
212 115 212 116
152  55 152  56
102  85 103  85
 88  21  89  21
201  74 202  74
227  13 228  13
230  90 230  91
 23  22  24  22
157  75 157  76
135  53 135  54
 86   5  86   6
101   6 101   7
124  61 125  61
 64  99  64 100
  2   3   3   3
 25  29  25  30
136   9 136  10
 62   5  63   5
 72  65  72  66
241  38 241  39
191  22 191  23
121 104 121 105
101   6 102   6
 35 120  36 120
 26  22  26  23
131  32 132  32
 81  47  82  47
 65 101  65 102
145  66 146  66
 38   3  38   4
 47 122  48 122
 49  85  49  86
228  97 228  98
 41  54  41  55
172  27 172  28
126  53 127  53
230  72 231  72
 17  28  17  29
 38  29  38  30
 30  83  31  83
149  47 149  48
 18  91  18  92
128  66 128  67
152  32 152  33
 91 104  91 105
  4  45   5  45
231  58 231  59
234  76 235  76
 41  78  41  79
 24  31  25  31
123  93 124  93
 11  80  12  80
117   9 118   9
170  83 170  84
173  58 173  59
105 113 106 113
204  82 205  82
119  19 119  20
241  71 241  72
189   6 189   7
169  23 169  24
 89   1  89   2
173  19 173  20
119  85 119  86
 88  64  89  64
226  12 227  12
170  40 170  41
 51  18  52  18
202 104 202 105
 83   3  84   3
127  11 128  11
165  94 166  94
 32  27  33  27
 50 108  50 109
163  61 163  62
 39  28  39  29
174  50 174  51
157  68 157  69
191  24 192  24
  7   1   7   2
 11  99  11 100
166  87 167  87
223 110 223 111
229  72 230  72
 27  18  27  19
 18   3  18   4
 14  82  15  82
114   5 115   5
238  61 238  62
230  85 231  85
203  87 204  87
 51  21  52  21
169  10 170  10
 51  47  51  48
221  80 222  80
 81  40  82  40
115  13 115  14
 13  66  14  66
 47  54  47  55
121  85 122  85
 88   8  89   8
212 106 212 107
160 108 161 108
 78  59  78  60
 78  86  78  87
223  56 223  57
222  44 222  45
 32  33  32  34
165   2 166   2
 55  56  56  56
119  85 120  85
  0  59   0  60
177 123 178 123
188 107 189 107
116  43 116  44
201  59 202  59
  4   4   4   5
166  30 167  30
205  17 205  18
148   3 148   4
222  92 223  92
160  53 160  54
  4 103   4 104
149  76 149  77
205  18 205  19
131  35 132  35
104  65 105  65
210  21 210  22
167  80 168  80
245   5 246   5
 16  38  17  38
 86  62  86  63
227   4 227   5
 31 103  31 104
168  45 168  46
155  93 156  93
234  71 235  71
108  78 109  78
 43  59  44  59
 59  35  60  35
  6  14   7  14
239  84 240  84
 49  57  50  57
154 116 154 117
 37 117  38 117
 33  44  34  44
219 113 219 114
157 105 157 106
161  32 162  32
137  94 137  95
148  95 149  95
203  86 204  86
211  66 212  66
128 121 129 121
177  20 178  20
108  99 108 100
 61  39  61  40
 60  56  60  57
129  84 129  85
108  33 108  34
 60   9  61   9
191   4 191   5
 82  46  83  46
245  62 246  62
185  48 185  49
 30 104  31 104
 30  25  30  26
100  26 100  27
179 101 180 101
 46 105  46 106
127  67 128  67
229  61 230  61
243  57 243  58
 59  15  59  16
127  58 128  58
216  55 216  56
121  84 121  85
 50  84  50  85
 44 121  45 121
  5  31   6  31
168  21 168  22
 46  56  47  56
185  65 185  66
127   3 128   3
110 106 110 107
155  20 156  20
 21   5  21   6
110  55 111  55
200  95 201  95
 86  22  87  22
236  13 237  13
155  87 155  88
163  68 164  68
173  81 173  82
 57  48  57  49
 83  32  83  33
163   2 164   2
 19  64  19  65
117  58 118  58
 56  52  57  52
100  18 101  18
188  97 189  97
 79  65  79  66
150  75 150  76
217  19 218  19
 81  92  82  92
187  65 188  65
238 111 239 111
210  28 211  28
 96  79  96  80
110  51 111  51
175  78 175  79
163   3 164   3
 69 105  70 105
215  56 216  56
 46   6  46   7
153  68 154  68
 74 110  75 110
193 113 193 114
 28 121  29 121
186   9 187   9
 41  32  42  32
120  83 120  84
246  67 247  67
 61   5  62   5
181  43 182  43
173  86 174  86
110  88 110  89
199  36 200  36
161  56 162  56
131  86 131  87
172  65 173  65
  6   0   6   1
230  60 230  61
124  26 124  27
 82  30  82  31
211  65 211  66
188  88 189  88
223  36 223  37
112 112 112 113
 37  46  37  47
 47   4  47   5
218 112 218 113
 90 119  90 120
 30 120  31 120
219  87 220  87
191  26 192  26
 50  85  50  86
165  68 166  68
149  83 149  84
240  36 241  36
110  84 110  85
101 118 102 118
186  10 186  11
152  35 153  35
198  94 198  95
157  90 158  90
224  14 225  14
115 101 116 101
180  27 180  28
 95  58  96  58
187 101 187 102
 48 106  49 106
197 115 198 115
196  91 197  91
168  70 168  71
198  92 199  92
133   5 134   5
178  60 179  60
  1  64   2  64
194  10 194  11
191  52 192  52
232  78 232  79
217  65 217  66
100  56 100  57
117  16 117  17
 77  38  78  38
 87 101  88 101
126   1 126   2
118  12 118  13
167  47 167  48
158 102 158 103
 18  27  18  28
 23  88  24  88
 27 108  27 109
 25 113  25 114
148  85 149  85
 30  26  31  26
229  80 230  80
230  14 231  14
151  69 151  70
192  30 192  31
100  38 100  39
 97  22  97  23
151 118 152 118
123  68 123  69
153  39 154  39
198  21 198  22
 14  64  15  64
 29  77  29  78
198  40 199  40
175  74 176  74
194 100 194 101
222  11 222  12
 23  18  24  18
 22  26  22  27
235  43 236  43
168  29 169  29
190  32 190  33
183  71 183  72
187  76 188  76
 28  46  28  47
155  55 155  56
 35 102  36 102
165  28 166  28
156 100 156 101
 83  59  83  60
153  65 154  65
223  79 223  80
 56 118  56 119
 49  11  50  11
195  12 195  13
 72  48  72  49
 36 103  37 103
 47  25  47  26
110  65 110  66
162  62 163  62
126   2 126   3
117 114 117 115
 46  58  46  59
 82 113  83 113
  0  62   0  63
144 119 144 120
 82  27  83  27
235  77 235  78
182  16 183  16
 40  61  40  62
143   6 144   6
 23 122  24 122
104  16 105  16
 74 121  74 122
 16  93  17  93
245  87 246  87
203   6 203   7
 91 101  91 102
 65  31  65  32
 85  47  85  48
209  68 209  69
 18 103  19 103
 13  26  13  27
 78  57  79  57
 59  39  60  39
226  15 226  16
148  25 148  26
190 101 190 102
123  16 123  17
201 101 201 102
116  86 116  87
120  40 120  41
 61  34  61  35
181  14 182  14
216  78 216  79
230  66 230  67
196   8 196   9
182  85 182  86
104  14 104  15
 58  74  59  74
244  12 244  13
191  44 191  45
197  53 198  53
 53  73  54  73
 66  81  67  81
186  64 187  64
144 118 144 119
138  88 139  88
 17  23  18  23
135 103 135 104
172  81 172  82
118  77 119  77
205  28 205  29
211  84 211  85
226  11 226  12
231  58 232  58
 93 110  94 110
 36  80  37  80
122  40 122  41
123  20 123  21
 26  19  26  20
 82  99  83  99
113   5 114   5
167   7 168   7
172  63 172  64
 27 107  28 107
 71  71  71  72
 22  88  23  88
 48  39  48  40
 98   7  99   7
151  69 152  69
130  38 130  39
 33   5  33   6
160 110 160 111
103  64 103  65
112 120 112 121
209 102 209 103
 24  33  25  33
154  55 154  56
231  67 232  67
 51  40  52  40
 65   6  66   6
224  44 225  44
 51  68  52  68
186   3 186   4
236 121 236 122
 44 119  45 119
120 110 121 110
210  79 211  79
 35  60  35  61
 76  99  76 100
165  83 166  83
 99 107 100 107
129 108 130 108
143 100 143 101
137  45 137  46
170  76 171  76
133 121 134 121
  3  91   4  91
183  69 184  69
184  59 184  60
  5  57   6  57
171  31 171  32
160  12 161  12
234  54 234  55
123  40 123  41
167 109 167 110
201  28 202  28
134  95 135  95
117  32 117  33
 95  42  95  43
156  16 157  16
 93  85  94  85
 29  94  29  95
 73  93  73  94
230  82 231  82
 48  65  49  65
113  30 113  31
 28  37  28  38
192  53 193  53
229  99 229 100
 59   9  60   9
173  88 173  89
 94  92  94  93
193  54 193  55
 10  35  10  36
154  42 155  42
 39   9  39  10
188  56 189  56
203  29 204  29
 88 119  89 119
125  47 126  47
  1  41   2  41
115 110 116 110
 95  89  95  90
110 119 111 119
167  75 168  75
133 119 134 119
 54  35  54  36
 96  36  96  37
226  33 227  33
  5  94   5  95
194  53 194  54
 60   2  60   3
214  35 214  36
246  98 246  99
 89 103  90 103
 61 120  62 120
 94  91  94  92
 72 111  72 112
  3   2   3   3
122 103 123 103
224 113 225 113
138  17 138  18
 70  52  71  52
173  24 173  25
 92 117  93 117
 72  93  73  93
 47  25  48  25
230  62 230  63
112  69 113  69
122 117 123 117
175  57 175  58
 57  67  57  68
160 114 161 114
213  65 213  66
182   3 183   3
122 115 123 115
183  43 184  43
176 121 177 121
231  76 232  76
218  94 218  95
 25  94  26  94
141  97 142  97
 92  96  92  97
231  77 231  78
  0 121   0 122
107  22 107  23
185  31 186  31
 47 119  47 120
 70  75  71  75
163   3 163   4
195  67 195  68
113  32 113  33
218  78 219  78
216  37 216  38
120 109 121 109
112  90 113  90
181  50 181  51
192  78 193  78
 24  53  25  53
208  69 209  69
 29  68  29  69
194  94 195  94
137  18 138  18
 10 117  11 117
 64  96  65  96
227 101 227 102
134  44 135  44
  3  74   4  74
 11  12  12  12
109  15 110  15
108  50 108  51
245  94 246  94
205 111 206 111
159  13 159  14
170 117 171 117
150  26 151  26
 17  19  17  20
 29   3  30   3
 29  64  29  65
204   5 204   6
232  14 232  15
212 119 212 120
245 118 246 118
 55 111  56 111
229  48 229  49
 44  12  44  13
  7  26   7  27
  2  35   3  35
113  17 114  17
247  62 247  63
 30  43  30  44
237  56 237  57
 93  25  93  26
 78  13  79  13
 65  84  66  84
 50  54  51  54
 40 110  40 111
 27  82  27  83
200  73 201  73
178 121 179 121
230  37 230  38
152 105 152 106
206  85 207  85
150  24 151  24
153  90 153  91
159 117 160 117
187   2 187   3
 82  10  82  11
 96  76  97  76
146  59 147  59
 30 102  30 103
 48 103  48 104
123  83 123  84
 57  36  58  36
207 116 207 117
118  93 119  93
 12  82  13  82
  5  33   5  34
 89   0  90   0
 68 111  69 111
 48  11  49  11
121  49 121  50
237  59 237  60
 87  40  87  41
 70  94  71  94
158  34 158  35
156  19 156  20
192  31 192  32
 19  81  19  82
 83  68  83  69
 54  80  54  81
190 118 191 118
185 121 186 121
 60  40  60  41
 48  52  48  53
 18  86  19  86
 45   8  46   8
222  81 222  82
 48  53  49  53
 47 105  47 106
185  60 185  61
205  13 205  14
 31  32  32  32
126  66 127  66
237  67 238  67
 64  90  65  90
 75  73  75  74
 76 110  76 111
158   8 159   8
 91  73  92  73
236  76 236  77
 98  57  99  57
132 116 133 116
  1  80   1  81
 78 116  78 117
116  25 116  26
 50  16  51  16
 95  61  95  62
151  64 152  64
147  55 148  55
123 118 123 119
139  55 140  55
 29  54  29  55
 13 107  13 108
 55  58  55  59
 90  73  90  74
155  81 155  82
214  51 215  51
 45  97  45  98
195  66 195  67
 75  94  75  95
151  53 151  54
107  75 107  76
102  56 103  56
  5 116   6 116
165  87 165  88
 36  79  37  79
202  79 203  79
 92  99  93  99
133  31 133  32
168  64 168  65
139  63 139  64
159  67 159  68
246  53 247  53
144  78 144  79
221  93 221  94
104  48 105  48
185   2 186   2
181  99 181 100
233  58 233  59
170  79 171  79
 12  65  12  66
 36   2  36   3
  1  28   2  28
 56  42  56  43
158  86 159  86
138   5 138   6
240  24 241  24
112 121 112 122
 29 105  30 105
227  11 228  11
213  24 213  25
123  67 124  67
 37 121  38 121
 49  17  50  17
243  92 244  92
186  81 186  82
166  82 167  82
155  18 156  18
 62   8  62   9
180  76 180  77
 87  62  88  62
104  46 105  46
161  58 162  58
120  90 120  91
227  88 227  89
120  83 121  83
122  24 122  25
 20  85  20  86
207   8 208   8
 11  46  12  46
108  21 108  22
160 101 160 102
215  53 216  53
 46  15  47  15
132  60 132  61
138  47 138  48
119  47 120  47
 61  56  61  57
146  23 146  24
116 110 116 111
245  92 245  93
147   6 147   7
244  38 245  38
 93  16  94  16
215  12 216  12
 14  56  14  57
 91  92  92  92
112  57 113  57
 26  82  27  82
 30 118  31 118
166  19 166  20
 31  75  31  76
 54 107  54 108
203  75 203  76
144 118 145 118
102  78 102  79
143  35 144  35
 18  46  18  47
 17  66  18  66
237   6 237   7
168  61 169  61
 46   0  46   1
107  34 107  35
117  83 117  84
121  15 121  16
108 117 108 118
247  11 247  12
166  74 166  75
141  98 141  99
  7  18   7  19
208  46 208  47
 23  36  23  37
171 106 172 106
115 116 115 117
177  41 177  42
 29  15  30  15
107  53 108  53
 79   5  79   6
173  51 174  51
138  49 139  49
148  84 149  84
 54  91  55  91
190 104 190 105
137 108 137 109
  8  57   9  57
 93  71  94  71
189  59 189  60
238  51 238  52
 36  38  37  38
181 100 181 101
 47  98  48  98
 53  92  54  92
 86   4  86   5
  4   6   4   7
 52   7  52   8
 94  96  95  96
140  12 141  12
108 104 109 104
161  76 161  77
145 120 146 120
210  88 211  88
160  30 161  30
  8  94   9  94
123  66 123  67
233  42 234  42
157  13 157  14
125 104 126 104
117  10 118  10
 84 109  85 109
244  31 244  32
 79  15  80  15
229  57 230  57
