MAZE 344 172
261  73 262  73
281  66 282  66
100  15 101  15
223  60 223  61
 23 108  23 109
151  80 152  80
219  13 220  13
257 145 257 146
161 114 161 115
 81 143  81 144
326   3 327   3
271 127 272 127
298  17 299  17
108   6 108   7
311 115 311 116
249 121 250 121
134  32 134  33
322  47 323  47
 39 100  39 101
174  94 174  95
267  78 267  79
147 114 148 114
286 159 286 160
340  69 341  69
319 168 319 169
173 101 174 101
287   5 288   5
256 151 257 151
 32  24  33  24
 18  25  19  25
 84  78  85  78
175  49 176  49
  7  32   7  33
 30 167  31 167
315  93 316  93
243  60 243  61
 61 125  61 126
 31 134  32 134
163 140 163 141
 96  81  97  81
259  33 260  33
288 169 289 169
296  58 297  58
  1  18   2  18
  3  40   3  41
109  54 109  55
339 132 339 133
211  37 211  38
149  44 149  45
310  54 311  54
104  99 105  99
205 104 205 105
247 102 248 102
255  86 255  87
231   1 231   2
 39 137  40 137
122  70 122  71
287 161 288 161
 78  76  79  76
154  64 154  65
315  70 316  70
226 146 226 147
 76 121  77 121
119   0 119   1
 48  61  49  61
199 102 200 102
234  74 234  75
123 118 123 119
222  41 223  41
103  61 104  61
 45 118  46 118
 95  88  95  89
198  83 199  83
338  78 339  78
144 126 144 127
232 149 233 149
283 137 284 137
140  17 140  18
149  12 149  13
115 127 116 127
223 136 223 137
171  83 172  83
 23  41  23  42
273 101 273 102
283  20 284  20
259 139 260 139
267  46 267  47
 39 152  39 153
272 137 272 138
103  60 104  60
 58  53  58  54
182  33 183  33
127   4 127   5
222 136 223 136
265  30 265  31
 14 136  14 137
284 146 284 147
 71   6  71   7
 53 128  54 128
104 115 105 115
140  70 140  71
304 115 304 116
107 141 108 141
 75 162  75 163
262 155 263 155
232 150 232 151
145 150 145 151
172   6 173   6
 56  93  56  94
265  44 266  44
278  74 278  75
192 111 192 112
242  83 243  83
317 128 317 129
157  28 158  28
100   5 100   6
144   4 144   5
260 156 261 156
222 129 222 130
 78   9  78  10
 82 116  82 117
300   6 301   6
256  61 256  62
271 137 271 138
 56 164  57 164
307 162 307 163
 14 158  14 159
273 160 274 160
133 124 134 124
336  70 337  70
204  13 205  13
201  91 202  91
246  52 247  52
305 165 306 165
181 164 181 165
 72  34  72  35
 71 143  71 144
173 156 174 156
244 113 244 114
166  50 166  51
137  46 138  46
178 149 178 150
290   5 291   5
323  54 323  55
223 138 224 138
237 115 237 116
328  57 328  58
331  73 332  73
171  95 171  96
 97 112  98 112
 29 165  29 166
 38 139  38 140
 75 157  76 157
 61  92  61  93
161  26 162  26
185  58 185  59
238 150 238 151
123 128 124 128
260  32 260  33
146  38 147  38
204 158 205 158
  9   3  10   3
257  58 258  58
 44 137  45 137
246  71 246  72
241  91 241  92
223 137 224 137
146   9 146  10
324  54 324  55
 93 103  94 103
 81 120  82 120
323 165 324 165
106 170 106 171
 37  15  38  15
240 118 241 118
313  44 314  44
246 142 246 143
243  85 243  86
152  43 153  43
315 162 315 163
342 124 343 124
125  97 126  97
127  19 128  19
 49 159  49 160
 74 162  74 163
228  62 228  63
196   9 196  10
268  44 268  45
 12 159  13 159
 55 113  56 113
277 119 278 119
 54  85  54  86
227 109 228 109
 26  46  26  47
 91  64  91  65
 86 135  87 135
252  60 252  61
 46 137  46 138
148 139 149 139
283  19 283  20
175 106 176 106
138  13 138  14
205   9 205  10
 34 110  34 111
202  10 203  10
176 104 177 104
337  58 338  58
 36  39  37  39
 88  72  88  73
 35  50  35  51
153 144 153 145
218  80 218  81
279  18 279  19
196   7 197   7
262 113 262 114
335 119 336 119
 73 104  73 105
181  64 182  64
 50 137  51 137
261 157 261 158
331  33 332  33
216  33 217  33
110 119 111 119
297  40 297  41
 92  18  93  18
172 147 173 147
298  78 299  78
264 166 264 167
  1  87   2  87
251 129 252 129
 43  29  44  29
207  43 208  43
310 167 310 168
172  46 172  47
 27 151  28 151
129  35 130  35
267 106 268 106
296 108 297 108
146  12 146  13
323  99 323 100
135  56 136  56
329 167 329 168
291  77 292  77
 14 113  14 114
 24  63  25  63
115 126 116 126
327  27 328  27
 58 134  58 135
262  75 263  75
113   6 114   6
165  90 166  90
  3 133   3 134
233   1 233   2
 32  68  33  68
 50 117  51 117
203 102 203 103
 25   4  25   5
 60  66  61  66
196  44 197  44
284 107 285 107
259 162 260 162
256 105 256 106
 80  55  81  55
245 136 246 136
 17 158  17 159
146 158 147 158
 29 170  30 170
243 134 243 135
315  76 315  77
191  19 191  20
141 127 141 128
247  79 248  79
340  44 340  45
 57 161  57 162
123  98 123  99
180 115 180 116
230 170 231 170
283  94 284  94
 48  60  49  60
219 112 219 113
189 132 189 133
 35 153  35 154
315 108 315 109
327  78 328  78
276 102 276 103
 78 118  78 119
172 121 172 122
322  55 322  56
 78 166  78 167
225 107 226 107
321 101 322 101
 35 133  35 134
 29  71  29  72
312  37 313  37
 71 101  72 101
212 100 212 101
150 114 150 115
302 121 303 121
107  93 107  94
 69  94  70  94
251  85 251  86
152  33 152  34
  1 163   1 164
 38  75  38  76
 80 166  81 166
331  36 331  37
 82  84  82  85
 26 140  27 140
 86 112  87 112
270  72 270  73
178  57 178  58
 70 146  70 147
235   1 235   2
 58  95  58  96
 94  74  95  74
  1  11   1  12
327  77 327  78
223  17 223  18
  7 143   7 144
311 102 312 102
  9 147  10 147
186  95 187  95
177  71 178  71
265  96 265  97
294   7 295   7
248 156 248 157
 77   9  78   9
322 111 322 112
 61 129  61 130
326 163 327 163
292 136 292 137
338 133 339 133
 49  74  49  75
314 108 315 108
329 115 329 116
197  77 197  78
 87  30  87  31
198  17 199  17
338   5 338   6
104 154 105 154
303 159 304 159
230  37 231  37
134  51 134  52
224  42 224  43
 73  12  73  13
 56  37  56  38
154  67 154  68
152   6 153   6
221 157 222 157
  5  32   5  33
131 155 131 156
 40 137  41 137
164 128 164 129
162  90 162  91
205  44 205  45
177 160 178 160
164 162 164 163
 65  76  66  76
194  38 195  38
  1 127   1 128
127  51 127  52
276  49 276  50
 88 150  88 151
104 117 105 117
 95 135  95 136
336 102 337 102
191  95 192  95
  9 164  10 164
256 151 256 152
 47  67  47  68
 15 139  15 140
294  96 294  97
121  32 122  32
 35  32  35  33
305 116 305 117
252 125 252 126
 38  56  39  56
170  35 170  36
 94  76  95  76
295 131 295 132
184  73 185  73
 65  90  65  91
171  64 172  64
143  21 144  21
196  85 196  86
244  88 244  89
148  10 149  10
 40 114  41 114
201  39 202  39
313  46 314  46
214  54 214  55
194  98 194  99
129  82 130  82
 85 124  85 125
114  35 114  36
115  52 116  52
160  79 161  79
332  63 333  63
319  69 319  70
108  45 108  46
 83  46  83  47
194  14 194  15
142 154 142 155
304  43 304  44
324 116 324 117
 62  89  62  90
225  78 226  78
116  56 117  56
250 153 251 153
118   4 119   4
179  21 179  22
330 105 330 106
341  54 341  55
240 146 240 147
153   4 154   4
283  86 284  86
171   1 171   2
204  57 204  58
 77 110  78 110
213   3 214   3
 93  95  93  96
237 124 238 124
119  82 119  83
130 162 131 162
 93 121  94 121
  6  37   6  38
265 101 266 101
301  94 302  94
 87 108  88 108
 71 165  71 166
266  45 267  45
 99 108 100 108
265 112 266 112
129  93 130  93
 60 119  60 120
309  43 309  44
110 113 110 114
108  96 109  96
149 116 149 117
 99 169  99 170
138 111 138 112
299  44 300  44
198  85 199  85
266  97 267  97
 64 155  65 155
  2 142   3 142
 95 113  95 114
230  66 231  66
243 139 244 139
318 139 319 139
311 129 312 129
  7 168   8 168
 45 129  45 130
254   2 255   2
310  48 310  49
252 160 253 160
309  64 309  65
 58  69  58  70
105   6 106   6
267   9 267  10
204  66 205  66
264   6 265   6
246  70 247  70
261 148 262 148
114 131 114 132
214 159 214 160
 52 119  53 119
297 145 297 146
135 166 136 166
138  10 139  10
 57 155  57 156
122  39 122  40
154  25 155  25
  5 111   6 111
  2   6   2   7
185  74 186  74
 27 153  27 154
143  57 143  58
237 137 238 137
139 159 139 160
304 106 305 106
 53  30  54  30
230 161 230 162
230  74 231  74
175  80 176  80
113  95 114  95
289 124 289 125
 38  74  38  75
  5  80   6  80
269  38 270  38
186 117 186 118
207  58 207  59
 62  32  62  33
105  56 106  56
 21  20  21  21
281  79 281  80
252  28 252  29
227  10 228  10
254 119 255 119
 12  27  12  28
 31  80  31  81
  5  95   5  96
336  68 336  69
289  93 290  93
207  73 208  73
 80 144  81 144
317   5 318   5
 81  85  82  85
 28  44  29  44
238 118 239 118
139  18 139  19
174 153 174 154
 83  96  83  97
  0   5   1   5
 39 166  39 167
203  27 204  27
 29 160  29 161
243 109 244 109
 52  30  52  31
 19  66  19  67
317 113 318 113
338 137 338 138
 90  60  91  60
201  74 201  75
158 104 159 104
191 126 191 127
238 136 238 137
 65 114  66 114
108 170 108 171
133  94 134  94
269  14 270  14
271 171 272 171
 13  21  14  21
305  76 305  77
 36  31  37  31
195  10 196  10
 75  40  75  41
144   6 145   6
227 168 227 169
145 128 145 129
198  11 198  12
247 110 247 111
220 114 221 114
121  27 121  28
297 111 297 112
 21 148  21 149
274   9 275   9
166 163 167 163
116  33 117  33
263 154 263 155
128  74 128  75
196  46 197  46
 96  83  97  83
171 114 172 114
246  64 247  64
174  42 175  42
234  17 235  17
116  95 117  95
266  35 267  35
223 143 223 144
185  79 185  80
307  49 308  49
131  57 132  57
278  93 279  93
278 122 279 122
167  33 168  33
 77  98  78  98
255   4 256   4
118  26 119  26
322 150 322 151
 81  55  82  55
 19  29  20  29
282  82 282  83
208  16 208  17
224  51 225  51
181  77 181  78
 59 155  59 156
 40 129  41 129
  8  79   8  80
 34 132  35 132
320  40 321  40
210 117 211 117
233  61 234  61
 84  13  84  14
279  17 279  18
141 124 142 124
328  16 328  17
296  39 297  39
167  11 168  11
172 126 172 127
157  44 157  45
146  99 146 100
 72  74  72  75
 46 150  46 151
261   3 262   3
224 137 225 137
203  20 204  20
 18  68  18  69
217  31 217  32
 68  57  68  58
252 129 253 129
235  35 236  35
175  15 176  15
 97 121  97 122
178 132 178 133
197  73 198  73
221  60 221  61
 23  40  23  41
 62 100  63 100
313 103 314 103
315  17 315  18
282   8 282   9
176  53 176  54
301  68 302  68
 83 116  84 116
 51 113  51 114
 39  23  40  23
293 126 294 126
 66 161  66 162
137 101 138 101
314  55 314  56
113 102 113 103
 52 129  53 129
146 157 147 157
210  47 210  48
328 132 329 132
178  47 178  48
287 166 287 167
266  46 267  46
106 159 107 159
193  52 193  53
337 139 338 139
342  20 343  20
254  94 255  94
 74  90  74  91
201 129 201 130
 46 146  46 147
 58 154  58 155
 86 161  86 162
 97 125  97 126
 21  11  21  12
210 147 211 147
 27  90  27  91
190 108 191 108
261  16 262  16
 31  82  31  83
124   6 124   7
155 146 156 146
115 129 115 130
 60 131  60 132
160  67 161  67
187 129 188 129
268  50 269  50
328 165 328 166
 80 118  81 118
298 125 299 125
255 155 256 155
 47 118  48 118
176  15 176  16
 88 134  88 135
 16  47  17  47
285 145 285 146
187  31 188  31
288  85 288  86
199  16 199  17
298 110 298 111
256 111 257 111
298 133 298 134
 99  80  99  81
142  99 143  99
140  53 141  53
172  65 172  66
287  24 287  25
 80 123  81 123
188   5 189   5
 17  90  17  91
 45  50  46  50
158  26 159  26
288  52 288  53
 38  90  39  90
217 148 218 148
159  45 160  45
260 166 261 166
199  10 199  11
240  46 240  47
204  58 204  59
 74 144  74 145
300  77 300  78
 56 120  56 121
 27 124  28 124
189  62 189  63
307 143 308 143
209 143 209 144
180 109 180 110
 10   8  11   8
198  61 199  61
123 127 123 128
116   9 117   9
234 117 234 118
309  27 309  28
191  86 192  86
238 169 238 170
281  25 281  26
254  71 254  72
234 145 234 146
236 153 236 154
328 110 328 111
298  36 299  36
190  90 191  90
132   6 133   6
 53 122  53 123
201  31 202  31
234  82 235  82
322   6 323   6
297  19 298  19
159 123 160 123
261  62 261  63
309  28 309  29
202  62 203  62
239 117 239 118
 61  69  61  70
254 168 255 168
108  59 109  59
163  84 164  84
105  87 106  87
175 109 176 109
 87  26  88  26
276 102 277 102
167  64 167  65
267  18 268  18
100 123 100 124
125  67 126  67
127 161 128 161
229  98 229  99
 12  76  12  77
 65  26  65  27
146 162 147 162
 50 105  50 106
190  47 190  48
277  20 278  20
166 157 166 158
290 138 290 139
117  24 117  25
287  65 288  65
152 126 152 127
 97  77  98  77
286 122 287 122
297 103 297 104
 35 143  35 144
135 114 136 114
289 136 290 136
 84  20  85  20
320 144 321 144
 39 138  40 138
 51  40  52  40
111  53 111  54
 57 157  58 157
294  45 295  45
 44  33  45  33
343  44 343  45
325 123 325 124
205  72 205  73
311   3 311   4
281  44 282  44
202   1 203   1
 93   9  93  10
130 152 131 152
328 107 328 108
247  70 248  70
136  16 137  16
 58  83  58  84
 26  36  26  37
293  36 293  37
333  30 333  31
 59  43  59  44
189 115 190 115
 78  25  78  26
  3  79   4  79
 67 152  67 153
201   8 201   9
 36 170  37 170
145  76 146  76
335  44 336  44
198  85 198  86
274 106 274 107
311  88 312  88
 80 120  80 121
305 147 305 148
 54 130  55 130
125 105 125 106
287 160 287 161
 31 156  32 156
293  95 294  95
136  55 137  55
 51 170  52 170
237   4 237   5
202  71 202  72
250  59 250  60
158  29 159  29
 14  87  14  88
266  96 267  96
102 113 102 114
126  85 127  85
167  66 168  66
244 131 245 131
 24  51  25  51
332   5 333   5
250  57 251  57
177  96 177  97
146  44 147  44
264   7 265   7
 57  55  58  55
311 154 311 155
236 144 236 145
152  94 153  94
147 151 148 151
263  29 263  30
 61 122  61 123
 58 151  59 151
119  87 120  87
102 155 103 155
241 117 241 118
309  41 309  42
271 149 271 150
252   1 252   2
111 170 111 171
189   1 189   2
 45   5  45   6
107 157 107 158
 64 147  65 147
279 137 279 138
 76  66  77  66
161  28 162  28
148  29 149  29
293  71 294  71
302  81 302  82
 78 156  78 157
 40 151  41 151
 48 165  49 165
124  86 124  87
185  39 186  39
287   4 288   4
175 135 175 136
283 159 283 160
293 163 293 164
144 130 144 131
 63  54  63  55
 70  34  71  34
 95 161  95 162
304 134 304 135
120  28 121  28
 93  69  94  69
 36  83  37  83
 28  57  29  57
313 109 314 109
 69   9  70   9
251  33 252  33
 98  67  98  68
156  44 157  44
222  91 222  92
 15  20  16  20
181 163 181 164
 17 168  17 169
144 164 144 165
 47  82  48  82
184 109 185 109
 30  95  30  96
 80  16  81  16
209 165 210 165
 59  66  59  67
 61  36  61  37
336 159 337 159
285  93 285  94
283 161 284 161
258  70 259  70
 97 164  98 164
158 130 158 131
273  20 274  20
 25 164  26 164
327 128 327 129
269  39 270  39
318  23 319  23
191 161 192 161
113  36 114  36
221  63 221  64
142   9 142  10
 80 102  81 102
187  52 187  53
216  13 216  14
105 100 106 100
 38  10  39  10
127  40 128  40
112  49 113  49
226  87 227  87
299  15 299  16
272  70 273  70
128 156 128 157
282  26 283  26
185 130 185 131
 52   1  52   2
282  50 282  51
255 104 255 105
310  61 310  62
 27 104  27 105
 81 170  81 171
 17  91  18  91
173  99 174  99
 70   2  71   2
221  53 222  53
119   3 120   3
152  34 153  34
 91 119  92 119
168  37 168  38
219  61 219  62
241  34 242  34
282  90 282  91
 18  30  19  30
305 123 305 124
318  69 318  70
  6  10   6  11
 41  22  42  22
284  66 285  66
337 122 338 122
174 141 175 141
319  98 319  99
337  10 337  11
 68  76  69  76
 38  16  38  17
 67 168  67 169
 41 102  41 103
242  17 242  18
114  25 114  26
225 158 226 158
 56 158  57 158
239  58 239  59
 77  88  77  89
337  87 338  87
 24 103  25 103
107  56 107  57
187 140 188 140
274 103 274 104
314 104 314 105
  1 102   2 102
 56  23  57  23
334 120 335 120
 48  89  49  89
153  87 153  88
  6   6   6   7
 53  43  54  43
121  76 121  77
271 133 272 133
116 161 116 162
231 122 232 122
  9   4  10   4
159 136 159 137
287  54 287  55
 21  47  21  48
 87  56  88  56
113  47 114  47
 95  57  96  57
 41  24  41  25
 42  39  42  40
140  19 141  19
323  18 323  19
247 134 248 134
218 111 218 112
204 128 205 128
123  49 123  50
