MAZE 72 144
  8  14   8  15
  7  47   8  47
 26 106  27 106
 53  21  54  21
 46 105  47 105
  7  82   8  82
 62   7  62   8
 36  61  37  61
  9  57  10  57
 47 106  47 107
 25 106  26 106
  0  47   0  48
 33 134  33 135
  8 141   9 141
 22  82  23  82
  8  82   9  82
 64  33  64  34
  7 104   8 104
 56 108  56 109
 19  86  20  86
  8  72   8  73
  8  87   8  88
 26  31  26  32
 20 116  20 117
 38 135  39 135
 57  66  58  66
 18 137  19 137
 26  64  27  64
 33  89  33  90
 69  51  69  52
 45 110  46 110
 51  68  51  69
  8  19   8  20
 51  15  52  15
 17  99  17 100
 49  57  50  57
 48 107  49 107
 12  54  12  55
 21  98  21  99
 54  23  54  24
 55  56  56  56
 44  47  44  48
  4   4   5   4
 20 136  21 136
 52  23  53  23
 17  56  17  57
 71  69  71  70
 61  23  61  24
 28  59  29  59
 57 132  57 133
 46  98  47  98
  9  13  10  13
 58  58  58  59
 38  93  38  94
 49  94  50  94
 61  36  61  37
 30  49  31  49
 47  79  48  79
 17 124  18 124
 13  53  13  54
  0  55   0  56
 57  74  57  75
 32 107  32 108
 61  19  61  20
 35 138  36 138
  8  73   9  73
 40   3  40   4
 19  65  20  65
 47  34  47  35
 59 116  60 116
 61 142  61 143
 32  10  33  10
  7  38   8  38
 34   9  34  10
 70  12  71  12
 70  23  71  23
 22  92  23  92
 42  96  42  97
 38  39  38  40
 35  14  35  15
 11  61  12  61
 37  32  38  32
 27  94  28  94
 13  34  13  35
 44  69  44  70
 64 135  64 136
 61  84  61  85
 21  45  21  46
 64  70  65  70
 51 107  51 108
 36  42  36  43
  8  51   8  52
  4  38   5  38
 66  72  66  73
 44  48  44  49
 46 140  46 141
 32  57  32  58
 55  15  56  15
 49  55  49  56
 66  52  67  52
 63 119  64 119
 24  12  24  13
 10  79  10  80
 69  37  69  38
 48  17  48  18
  7  83   7  84
 22  15  23  15
 57 117  57 118
 28 104  28 105
 38 109  39 109
  8   7   8   8
 63  92  64  92
 19 119  19 120
 58 117  59 117
 15  90  15  91
 58  31  58  32
 65 123  66 123
 69  54  70  54
 56  72  57  72
 19  72  19  73
 42  48  43  48
 27  94  27  95
  1  42   1  43
  6  78   6  79
  5  88   6  88
 16  81  17  81
 35  73  36  73
 37  60  38  60
  5  78   6  78
 35  87  36  87
 55 138  56 138
 24  77  25  77
 45 130  46 130
 44  96  44  97
 10  83  10  84
 63   8  63   9
 58   1  58   2
 37 116  38 116
  2 130   3 130
 51  58  52  58
 38   6  39   6
  6  46   7  46
  8   8   9   8
  7  11   8  11
 42   7  43   7
 31 106  31 107
 20  99  21  99
 48  48  48  49
 25  35  26  35
 30 133  30 134
 57  79  57  80
 63  23  64  23
 17  48  18  48
 15  76  15  77
 23  12  24  12
 19  49  19  50
 69  93  70  93
 15  78  15  79
 55  70  55  71
  5  94   5  95
 58 110  58 111
 15  10  15  11
 70  72  70  73
 68  56  68  57
 59 137  59 138
 42 137  42 138
 69  13  70  13
 45 128  46 128
 34  42  35  42
 10  43  11  43
 59  98  59  99
 64 113  65 113
  8 128   8 129
 19 111  20 111
 38   9  39   9
 63  30  64  30
  9 142   9 143
 19  47  20  47
 20 122  21 122
 19  69  19  70
 48 121  49 121
 50 123  51 123
 26 119  27 119
 58  67  58  68
 55 138  55 139
 40  46  41  46
 65  24  65  25
  4  33   4  34
 64  83  65  83
 69 101  70 101
 69 138  69 139
 54 110  54 111
 37  71  38  71
 34  51  35  51
 70  35  70  36
 62  56  62  57
  7 141   8 141
 62  98  62  99
 65  41  66  41
 65 113  66 113
 25  76  26  76
 67  21  67  22
 48   3  49   3
 52   6  53   6
 65  76  66  76
 30 116  30 117
 49   3  49   4
 60  38  60  39
 53 128  54 128
 20  14  20  15
 69 112  70 112
 19 117  19 118
 49 120  50 120
 34  59  34  60
 20  30  21  30
  5 104   6 104
 16  15  16  16
 28 102  29 102
  3  83   4  83
 51  90  51  91
 57 117  58 117
 10   6  11   6
 55  11  55  12
 24 102  25 102
  5  98   5  99
 28 103  29 103
 66 114  67 114
 28   5  29   5
 41  43  42  43
 42  18  43  18
  1 137   2 137
 38  22  39  22
 12 105  13 105
 34  57  35  57
 31  88  31  89
 65 129  65 130
  8 119   8 120
 30  57  31  57
 39  54  39  55
 29  46  29  47
 29  27  29  28
 44   3  44   4
 14  49  14  50
  8 120   9 120
 19  34  19  35
 43   4  43   5
 21  35  21  36
 40  69  40  70
  6  77   6  78
  1  25   2  25
 12  73  13  73
 17  17  18  17
 57   3  58   3
 11 128  11 129
 21 129  21 130
 61 105  62 105
 58 108  59 108
 28  72  29  72
 69 140  69 141
 14  60  14  61
  0  27   0  28
 61  35  61  36
 28  28  29  28
 52  10  53  10
 28  42  29  42
  6  36   7  36
 41 106  42 106
 30  74  30  75
 65 130  66 130
  6  86   6  87
 44  17  44  18
 68  55  69  55
 37   2  37   3
 60 141  61 141
 18  46  19  46
  5  16   5  17
 64  27  65  27
 23  28  24  28
 12 106  12 107
  1   7   2   7
 48  43  49  43
 61   8  61   9
 18  92  18  93
 37  48  38  48
 39  84  40  84
 47  93  48  93
 61   2  62   2
 55  86  55  87
 27  63  28  63
 29 103  29 104
 11  55  12  55
 25  35  25  36
 27 118  28 118
 34  84  34  85
 18  16  19  16
 36  40  36  41
  5  18   5  19
 61  39  62  39
  1  52   2  52
 39 103  40 103
 51  70  52  70
 21  37  21  38
 47 125  48 125
 27  64  28  64
 29  57  30  57
 70  66  70  67
 37 135  38 135
 24 106  25 106
 26  93  27  93
 11 132  11 133
 68 126  69 126
 33  73  33  74
 11  96  11  97
 54  46  55  46
 45 101  46 101
 16  92  16  93
 27  78  28  78
  5 100   6 100
 23 107  23 108
 32  18  33  18
 51  14  51  15
 32  48  33  48
  8 113   9 113
  3 128   4 128
 32  15  32  16
 28  45  29  45
 70  51  71  51
 33  86  33  87
 22  66  23  66
 24  38  25  38
 35  92  35  93
 59  95  59  96
  3 142   3 143
 62  32  63  32
 17  86  18  86
 61  39  61  40
 35 108  35 109
 59  84  59  85
  5  37   5  38
 53  23  54  23
 22 116  23 116
 36  78  37  78
 32  14  33  14
  7 142   7 143
 35 115  35 116
 23  42  23  43
 53   6  54   6
 45  50  46  50
 21  88  21  89
 49   9  49  10
 33  15  34  15
 58  85  58  86
 48   5  48   6
  4  55   5  55
 67 116  68 116
  1 124   2 124
 51  68  52  68
 44  78  44  79
 11  58  11  59
 60  17  61  17
 14 135  15 135
 61  73  61  74
 41  88  41  89
 10 141  11 141
 69  26  70  26
 60  33  61  33
 14  53  15  53
  2  57   2  58
 42 135  42 136
 63  70  63  71
 16  85  17  85
 22 129  23 129
 60  27  60  28
 44  71  44  72
  5   4   6   4
  8  14   9  14
 12  65  13  65
 50  12  51  12
 15  28  16  28
 48  61  49  61
 40  19  41  19
 25  25  25  26
 33  16  34  16
 55  85  55  86
 42 102  42 103
  8  63   9  63
 24 114  25 114
 19  46  19  47
 54  75  54  76
 54  52  55  52
 35  82  35  83
  4 106   5 106
 43  63  43  64
 54  56  54  57
 69  78  70  78
 49 118  49 119
 45  30  45  31
 64  79  65  79
 50  86  50  87
 61 112  62 112
 16  91  17  91
 20  35  20  36
 15  17  16  17
 11  45  11  46
 42  71  42  72
  2   0   3   0
 13  75  14  75
 50  83  51  83
 54  49  54  50
 30  32  30  33
 23  66  24  66
 58 107  58 108
 49  92  49  93
 19  99  19 100
 41  60  42  60
 41   1  41   2
 50  10  51  10
 50  93  51  93
 24  23  24  24
 43  76  43  77
 15  55  15  56
 50  94  51  94
 52 102  53 102
 32 112  33 112
 28  75  29  75
 44  22  45  22
 31  49  31  50
 23  16  23  17
 14 141  14 142
 34  83  35  83
 16 123  17 123
  1   6   2   6
 24 109  25 109
 58  99  59  99
 45  22  46  22
  2  74   2  75
 15 121  15 122
 28  19  28  20
 56  65  57  65
 66  68  67  68
 27 114  27 115
 29  78  30  78
 27  62  28  62
 12 122  13 122
 36  38  36  39
 13 110  13 111
 46  89  47  89
 43  72  44  72
 28  24  28  25
 58   5  59   5
 16 116  17 116
 26 114  27 114
 43  14  43  15
  6  49   7  49
 40  30  41  30
 50  40  51  40
 69  93  69  94
 53 131  53 132
 54  96  55  96
 69  65  70  65
  2   2   3   2
 37  74  37  75
 67  87  67  88
 30  70  30  71
 43  87  43  88
  6  73   6  74
 47  37  48  37
 22  25  23  25
 44  49  45  49
 38  42  38  43
 29  80  30  80
  6 102   7 102
 25  65  26  65
  8  50   8  51
 25  14  25  15
 69  69  70  69
 18  22  19  22
 61  88  61  89
 26  68  27  68
 33  59  34  59
 54  19  54  20
 45  69  45  70
 58  59  59  59
 26  76  27  76
 67 126  67 127
 60 132  61 132
 57  70  57  71
 15  15  16  15
 54  33  54  34
 38  37  38  38
  8  91   9  91
 61  75  61  76
 52  78  53  78
 40  27  41  27
 65  79  66  79
  8  40   9  40
 16  83  17  83
 69  26  69  27
 34 135  35 135
 12  55  12  56
 69  35  70  35
  6  71   6  72
 53  63  54  63
 11 102  11 103
 24 123  25 123
  7 117   8 117
 43 136  43 137
 41  96  42  96
 28  85  28  86
  8  71   9  71
 10  21  11  21
 20  80  20  81
 35  52  35  53
 29  26  29  27
 45 108  45 109
 64  64  65  64
 44  42  45  42
  1 133   2 133
 49 110  49 111
 30  56  31  56
 34   4  35   4
 21 133  22 133
 37  56  37  57
 27   3  27   4
 24 137  24 138
 43  22  44  22
 29 122  30 122
 60 109  60 110
 48  82  49  82
 62  29  63  29
 15 125  16 125
 30  89  31  89
 54 138  55 138
 48   6  49   6
 40  23  41  23
  3 139   3 140
 63 132  63 133
 55  20  56  20
 18 120  18 121
 25 125  26 125
 49  15  49  16
 41 128  41 129
 12  45  13  45
 48  98  49  98
 61  75  62  75
 26  35  26  36
 31  73  31  74
 28 122  29 122
 28 120  29 120
 29 127  29 128
 56 138  56 139
 39 118  39 119
 53 119  53 120
 36 133  37 133
 35  73  35  74
 34  37  35  37
 63 127  64 127
 37  45  37  46
  2   1   2   2
 41  18  42  18
 11 103  11 104
 32  59  33  59
 34  48  34  49
 50 118  51 118
 51  59  51  60
 24  87  25  87
 45  68  45  69
 44 129  45 129
 12  79  13  79
 39  90  39  91
 52  69  53  69
 27  21  27  22
 62 134  63 134
 50  33  50  34
 65 133  65 134
  0  68   0  69
 32  33  33  33
 19  83  19  84
 20  73  20  74
 25  53  25  54
 15  19  15  20
  4 114   4 115
 24  39  24  40
 25 127  26 127
 61   1  61   2
 13 137  13 138
 51  67  52  67
  6  87   7  87
 23  69  24  69
 28 139  28 140
 64  37  65  37
 67  53  68  53
 44 108  45 108
 70  75  70  76
 17   8  17   9
 30 125  31 125
 20  82  20  83
 48  41  48  42
 54  71  54  72
 35  40  35  41
 62  85  62  86
 23  70  24  70
 49  37  50  37
 27  25  28  25
 56  73  57  73
 23 117  24 117
 15 123  15 124
 32   7  33   7
 46  49  47  49
 35  58  35  59
 15  81  16  81
 68  82  69  82
 16  94  17  94
 23  75  23  76
 58  21  58  22
 55  60  56  60
 61  99  61 100
 12  47  12  48
 23 117  23 118
 28  22  28  23
 35 114  35 115
 23  74  23  75
 39  15  40  15
 66  94  67  94
  8 112   9 112
 36  48  36  49
 54  65  55  65
 13 136  13 137
 48  93  49  93
 13  83  14  83
 58  85  59  85
 56  66  57  66
 43  86  43  87
 23 110  24 110
 52 138  53 138
 57  55  57  56
 56  10  57  10
 20  29  20  30
 69 107  70 107
 26 137  27 137
 29  38  29  39
 14 113  15 113
 70  48  71  48
 14  75  15  75
 24  13  24  14
 35  72  36  72
  2 121   2 122
 22 115  22 116
 36  62  37  62
 18 139  19 139
 33  37  33  38
 61  80  61  81
 10 108  10 109
 44 103  45 103
 11  31  12  31
 49  81  49  82
 18  57  18  58
  9  62  10  62
 31  85  32  85
 14  69  15  69
 54 121  54 122
 61 141  61 142
 67 125  67 126
 54  98  55  98
 11   8  12   8
 30  77  30  78
 28 100  28 101
 19  21  19  22
 16   0  16   1
 11  37  12  37
 60  80  61  80
 16  34  17  34
 65  56  66  56
 39  45  40  45
 16  74  17  74
 65  63  66  63
 46  95  47  95
 55  57  55  58
 61  62  61  63
 31  95  31  96
 37  36  37  37
 61 140  62 140
 56  76  57  76
 33  32  34  32
 63  52  63  53
 45 141  46 141
 54  62  54  63
 16  26  16  27
 10  69  10  70
 25 131  26 131
 47 107  47 108
  7  11   7  12
 47  23  47  24
  3 112   3 113
 56   4  56   5
 22  48  23  48
 44  90  45  90
 50  59  50  60
 57  28  58  28
 53  29  54  29
 33 132  34 132
 69  23  69  24
 35  15  35  16
 20  77  20  78
  7 100   7 101
 32 128  33 128
 68  17  68  18
  2   3   2   4
 38  69  39  69
 60  26  61  26
 26  73  26  74
 45   4  46   4
 60 130  60 131
 48  98  48  99
  7  79   8  79
 42  70  42  71
 15 112  15 113
 65 136  65 137
 24  89  25  89
  8  31   9  31
 33  39  33  40
 55 137  56 137
 53  81  53  82
 25  74  25  75
 63 134  64 134
 70 118  71 118
 46  11  46  12
 10 121  10 122
 58  87  58  88
 22 109  22 110
 43  49  43  50
 24  11  24  12
 12  78  12  79
 14  24  14  25
  4  74   5  74
 16  62  16  63
 62 126  63 126
 11  77  11  78
 44  33  44  34
 27  93  28  93
  1  34   2  34
 51  24  52  24
 14 122  15 122
 12  57  12  58
 19 117  20 117
 33 111  34 111
 30  11  30  12
 21  45  22  45
 48 101  49 101
 56  81  56  82
 30  87  30  88
 44  44  44  45
 64  65  64  66
 71  89  71  90
 49 111  49 112
 21  24  21  25
 51  75  51  76
 26 135  27 135
 15  85  15  86
 47  43  47  44
 44  23  45  23
 35   6  36   6
 45 122  46 122
  4  19   4  20
 12 117  13 117
 52  45  53  45
 65  59  66  59
 18  55  19  55
 54  72  54  73
 13  34  14  34
 71  98  71  99
 61 140  61 141
 58  79  59  79
 60 122  61 122
 13 102  13 103
 19  72  20  72
 16 119  16 120
 50  39  51  39
 26  59  27  59
 69  71  70  71
 55  66  55  67
 20  42  21  42
 19 140  19 141
 19  51  20  51
 60  20  60  21
 45 126  45 127
 62  53  62  54
 37  64  37  65
 36  57  36  58
  5 130   6 130
 42  27  43  27
 26  69  27  69
 54  92  55  92
 29   0  29   1
 64  52  64  53
 15  51  15  52
  3  91   4  91
 65  96  66  96
 68  52  68  53
 33  34  34  34
 20  53  20  54
 53 107  54 107
 33  29  34  29
 51 102  52 102
 10 139  10 140
 67  63  67  64
 26  70  27  70
 61 110  61 111
 24  88  24  89
 42 121  42 122
 71  67  71  68
 12  29  12  30
 40 131  41 131
 57  89  58  89
 14  91  14  92
  3 115   3 116
  6  69   7  69
 23  41  23  42
 38  15  38  16
 13  23  13  24
 11  62  12  62
 34  54  35  54
 30  13  31  13
 44  84  44  85
 22  34  23  34
 39   5  40   5
 28  40  29  40
 50  60  51  60
 16  91  16  92
 66  59  67  59
 48  46  48  47
 45  92  46  92
 63  48  63  49
 50 111  50 112
 56  79  57  79
  3  98   4  98
 59  28  59  29
  3  42   4  42
  8  43   9  43
 43  32  43  33
 47 126  48 126
 21 127  22 127
 52  31  53  31
 55 102  56 102
  5  98   6  98
 70  12  70  13
  2  83   3  83
 29 130  29 131
 63 114  64 114
 22 132  22 133
 44  97  45  97
 64  79  64  80
 38  32  39  32
 59 103  60 103
 13 113  13 114
 49 105  50 105
 10  58  10  59
 32 130  33 130
 58 130  59 130
 30  39  31  39
 30  50  31  50
 15  74  15  75
 51  77  52  77
 65  79  65  80
  1   0   1   1
 47  15  47  16
 47 110  48 110
  8  64   8  65
 52  88  52  89
 51 104  52 104
 69  99  70  99
 52  44  52  45
 48   3  48   4
 23  26  24  26
  5  17   5  18
 24 128  24 129
 15  93  16  93
 15  89  16  89
 61  41  61  42
 16  87  17  87
 55  76  55  77
 48  13  49  13
 36  84  37  84
 21 104  22 104
 17  58  18  58
 46  14  47  14
 51   2  51   3
 34  13  34  14
 46  97  47  97
 32  35  32  36
  5  82   5  83
 55 112  55 113
 40  67  41  67
 66  36  67  36
 35  19  35  20
 28  78  28  79
 50  63  50  64
 24  41  24  42
 70 136  70 137
 25 125  25 126
 60 101  61 101
 36  58  36  59
 57  22  58  22
 60  47  61  47
  8  16   8  17
 33  90  34  90
 57  42  58  42
 37  77  38  77
 33  42  33  43
 31  19  31  20
 14 109  14 110
 36  84  36  85
 30  68  30  69
 33  23  34  23
  6  10   7  10
 65  98  66  98
  8  60   8  61
 59  81  60  81
 47 115  48 115
 49  49  49  50
 15 105  15 106
 61  61  61  62
 25  43  25  44
 53 101  53 102
  8 140   8 141
  3 123   4 123
 47  92  47  93
 23  86  23  87
 42  31  43  31
 47  18  47  19
 10 138  10 139
 44  28  44  29
  5  19   6  19
 18  67  19  67
 31  15  32  15
 64  85  64  86
  3  63   3  64
 47  62  48  62
 38 108  38 109
 22  77  22  78
 39  19  40  19
 25  66  25  67
 65 124  66 124
 45  27  45  28
 37  13  38  13
 67   1  68   1
 46 108  47 108
 22  46  22  47
 18  85  18  86
 68 125  68 126
 30  82  30  83
 20 134  21 134
 33 110  34 110
 69   4  69   5
  2  69   3  69
 26  46  27  46
 21  48  21  49
 16 139  16 140
 29 133  29 134
 55  97  56  97
 42   5  42   6
 67  44  68  44
 45  86  45  87
 48 103  48 104
  1 114   2 114
 59  59  60  59
 58  36  59  36
 35  27  35  28
 69 125  70 125
  1 111   1 112
 34  49  35  49
 60  97  60  98
 46  44  46  45
 11  12  12  12
  2  74   3  74
 61  88  62  88
 21  46  22  46
 58  70  58  71
 42  65  43  65
 36  97  37  97
 39  89  40  89
 60 136  60 137
 46  75  46  76
  2  47   3  47
 16 125  17 125
 26 126  27 126
 12 125  12 126
 65  54  66  54
 52  70  53  70
 50  24  50  25
  5  91   6  91
 28  18  28  19
 61  16  61  17
  8  38   9  38
 21 126  21 127
 46  32  46  33
  7 139   7 140
 14   4  14   5
  0 121   0 122
 15 142  16 142
 37  73  37  74
 63 110  63 111
  8  52   8  53
  4  80   4  81
 21  86  21  87
 49  92  50  92
 17  29  18  29
 39  19  39  20
 49  60  49  61
  4  46   5  46
 69  58  69  59
 56   6  57   6
 51  86  51  87
 14 124  14 125
 41  45  42  45
 41   5  42   5
 14  21  14  22
  1  27   2  27
 32   6  32   7
 56  24  57  24
 35 134  36 134
 36 129  37 129
 14 134  14 135
 49 105  49 106
 44   4  44   5
 31 123  32 123
  4  44   4  45
  2  25   3  25
  7   9   7  10
 53  97  53  98
  2 134   2 135
 66 120  66 121
 58 127  58 128
 50  29  50  30
 50  70  50  71
 50  77  51  77
 33 105  34 105
 14  92  14  93
  6 117   7 117
 21   2  22   2
 58 141  59 141
  4 126   4 127
 15 139  15 140
 13  55  14  55
 25 109  26 109
  7   5   8   5
 26 122  27 122
 68 137  69 137
 31  40  31  41
 15 108  16 108
 59  37  60  37
 14  85  14  86
 52 130  53 130
 47  25  47  26
 36  27  37  27
 38  80  39  80
  3 100   3 101
 10  19  11  19
 26  93  26  94
 39 141  40 141
  7  67   8  67
 19  70  20  70
 17  56  18  56
 31  49  32  49
 54  79  54  80
 51  90  52  90
 35 119  35 120
  3  80   3  81
 48 141  49 141
 57  61  57  62
 51  19  51  20
  9  63   9  64
  6 131   7 131
 63  78  63  79
 53  45  53  46
 60  77  61  77
  3  60   3  61
 50 101  50 102
 56  21  57  21
 62  40  63  40
 36  88  37  88
 42  97  43  97
 54  16  54  17
 21  29  22  29
 59  43  60  43
 28  20  29  20
 19  45  19  46
 50 131  51 131
 35 125  35 126
 57 136  58 136
 50  90  50  91
 63 131  63 132
  6 121   6 122
 34  25  34  26
  8  38   8  39
 31  22  32  22
  5  83   5  84
 67  58  68  58
 14  17  15  17
 24  14  24  15
 50  75  51  75
 64  56  65  56
  8  87   9  87
 54  56  55  56
 33  67  34  67
 52  90  52  91
 15   6  15   7
  4 129   4 130
 48  16  48  17
 32   3  32   4
 27  91  28  91
 52 107  53 107
 71  82  71  83
 33  55  34  55
 66  57  66  58
 70  91  70  92
 45  95  46  95
 46  83  47  83
 57  54  58  54
  2  78   2  79
 40  41  40  42
 48 104  49 104
 41  40  42  40
 63 120  64 120
 24  79  24  80
 23  22  24  22
 29  64  29  65
  7 133   7 134
  7  65   7  66
 43  82  43  83
 31  94  31  95
 33   2  33   3
 11  82  12  82
 22  50  23  50
 16 127  16 128
 14  61  15  61
 37 136  37 137
 64  53  64  54
 43 140  44 140
 42  22  43  22
  9  36  10  36
 54  97  54  98
 15  62  16  62
 37  19  37  20
 34  75  34  76
 52 127  52 128
 49  40  49  41
 37 127  38 127
 58  86  59  86
 18  53  19  53
  6  34   6  35
 39  70  40  70
 29 100  29 101
 38  64  39  64
 35  96  36  96
  3  47   3  48
 33 140  34 140
 58   0  58   1
 44  30  45  30
 20  90  20  91
 13 100  13 101
 38  47  38  48
 27  14  28  14
 19 122  19 123
 36 109  37 109
 64 111  65 111
  8  48   9  48
 56  59  56  60
 38  41  38  42
 53  29  53  30
 15  92  15  93
 64  70  64  71
 68  94  69  94
 53 140  54 140
 10 138  11 138
 28  35  28  36
 21  63  21  64
 52   6  52   7
 26  36  27  36
 42  24  43  24
  2 126   2 127
 10   4  10   5
 38 143  39 143
 60  16  61  16
 39 125  39 126
 21  22  22  22
 56   2  57   2
 57  56  57  57
 20   0  20   1
 42 115  42 116
 18 126  18 127
  2   9   3   9
 19  91  19  92
 28  22  29  22
  1 121   1 122
 67  62  68  62
 29  19  30  19
 16  45  17  45
 25  91  26  91
 12 140  13 140
 13  27  14  27
 52 135  53 135
 61  92  61  93
 19 134  19 135
 53   8  53   9
 66  24  66  25
 36 116  36 117
 29  39  30  39
 58  80  59  80
 68 113  68 114
 44  96  45  96
 49 130  50 130
  6 105   7 105
 41  13  41  14
 49 111  50 111
 51  66  51  67
 59 140  60 140
 41 140  42 140
 35  97  35  98
 37  18  37  19
 25  16  25  17
 38   8  38   9
  6  12   7  12
 44  64  45  64
 64 132  65 132
 14 106  14 107
  5  74   6  74
 21  77  21  78
 34  71  35  71
 65 122  65 123
 33  93  34  93
 16  59  16  60
 26  38  26  39
 60  44  60  45
  1  89   2  89
 11  43  12  43
  2 120   3 120
 26  19  27  19
 50 138  50 139
 28  49  29  49
  6 134   7 134
 26  17  26  18
 13 125  13 126
 71  71  71  72
 37  33  37  34
 44  21  45  21
 48  85  49  85
 48  74  48  75
 65  70  65  71
 41 123  42 123
 36 130  37 130
 38  14  38  15
 55  62  55  63
 51 123  52 123
 17  64  18  64
 33 107  34 107
 10  62  10  63
  6 106   6 107
 28  34  29  34
 34 128  35 128
 43 111  44 111
  1  54   1  55
 26  63  27  63
  1 116   2 116
 56  13  56  14
 40 114  40 115
 31  96  32  96
 14 103  15 103
 24  37  25  37
  4  26   4  27
 41 126  41 127
 51 132  52 132
 54 117  55 117
 55   5  55   6
 18  85  19  85
 48  32  49  32
 11  91  12  91
 20  58  20  59
 31 112  32 112
 30  54  30  55
 48  47  49  47
 60 121  61 121
  7  71   7  72
 47  41  48  41
 10  41  10  42
 40 134  41 134
 54 142  55 142
  2  69   2  70
 33 138  34 138
 22  21  23  21
  8 106   9 106
 39  98  39  99
 41 116  42 116
 55  26  56  26
 63   7  64   7
 58 124  59 124
  3  86   3  87
 22 127  22 128
 63 103  64 103
 47 138  47 139
  4  45   4  46
 53  12  54  12
 10 118  10 119
 14  12  14  13
 48 108  49 108
 54  50  55  50
 15  94  16  94
 39  43  40  43
 57  37  58  37
 17   6  18   6
 53  28  54  28
 41 115  41 116
 65  74  66  74
 40 140  41 140
 63  82  63  83
 53 113  53 114
 17  28  18  28
 49  40  50  40
 53 105  53 106
 11   9  12   9
 25  25  26  25
 28  92  28  93
 15  10  16  10
 45  65  45  66
 61  97  62  97
 64 141  64 142
  7  16   7  17
 59   8  59   9
 33  25  33  26
 61 102  62 102
 40  38  41  38
 15  70  16  70
  0 115   1 115
 51  25  52  25
 40  70  40  71
 24  48  24  49
  2 109   2 110
  4  14   4  15
  5  33   5  34
 37  68  37  69
 60  72  61  72
 25 129  25 130
 51 117  51 118
 37  75  37  76
 68  74  68  75
 17  57  18  57
 13 112  13 113
 45  64  46  64
 22  83  23  83
 50  98  50  99
 56 111  56 112
 60  21  61  21
 62  43  62  44
 38  62  39  62
 36  95  36  96
 38  57  38  58
 68 112  68 113
 18  51  18  52
  8  89   8  90
 24  66  24  67
 38  82  39  82
 41  90  41  91
 68  71  69  71
 11 138  12 138
 60 120  60 121
  1 142   1 143
 27  78  27  79
 13  96  13  97
  6 119   6 120
 63  88  63  89
 19  15  19  16
 17 106  18 106
 38   5  39   5
 36  18  37  18
 12  10  13  10
 43  75  43  76
 43 108  43 109
 55  98  56  98
 41  11  42  11
  1  84   1  85
 67  89  67  90
 20  67  21  67
 32  28  32  29
 44  41  44  42
 54  69  55  69
 34 118  35 118
 28 115  29 115
 43   3  44   3
 54  15  55  15
 16  27  17  27
  5  78   5  79
 70  57  70  58
 61 112  61 113
  2 112   3 112
 70  86  70  87
 47  91  47  92
 16 142  17 142
 10  36  11  36
 10  45  10  46
 49  41  50  41
 19 140  20 140
  2  40   3  40
